日期,平均温度 (°F),平均湿度 (%),平均露点(°F),平均气压（英寸）,平均风速（mph）,平均阵风速度（mph）,平均方向（°deg）,月降水量（in）年,降水量（in ）,每分钟最大雨量,最高温度（°F）,最低温度（°F）,最高湿度（％）,最低湿度（％）,最高压力,最低压力,最大风速（mph）,最大阵风速度（mph）,最大热量指数（°F）,日期,月份,压力差
3/23/2015,40.9,56,22.9,29.8,5.9,8.9,241,0.29,1.32,0,58.7,27,87,18,29.972,29.64,25.3,34.5,56.2,3/23/2015,3,0.332
3/24/2015,38.1,42,15.7,29.8,13.1,20.3,258,0.29,1.32,0,58.7,30.6,86,20,29.915,29.64,28.8,41.4,45.5,3/24/2015,3,0.275
3/25/2015,32.4,67,22,30.1,3.2,5.3,319,0.33,1.36,0,58.6,24.2,88,31,30.301,29.842,18.4,25.3,39.1,3/25/2015,3,0.459
3/13/2015,38.6,66,27.2,30.3,1.4,2.6,100,0.21,1.24,0,58.6,30.4,90,33,30.437,30.14,8.1,11.5,48.9,3/13/2015,3,0.297
3/14/2015,41,47,16.8,30.3,5.1,7.4,246,0.21,1.24,0,58.6,18.9,87,15,30.518,29.953,17.3,26.5,58.9,3/14/2015,3,0.565
3/15/2015,55.8,24,18.1,29.9,6.7,10.2,248,0.21,1.24,0,58.6,38.8,56,14,30.046,29.79,18.4,26.5,73.9,3/15/2015,3,0.256
3/16/2015,55.4,30,19.3,29.8,8.1,12.2,267,0.21,1.24,0,58.6,35.2,70,10,30.038,29.657,18.4,28.8,72,3/16/2015,3,0.381
3/17/2015,39.5,74,31.3,30.1,2.2,4.1,93,0.21,1.24,0,58.6,32.8,90,49,30.216,29.939,10.4,13.8,52.8,3/17/2015,3,0.277
3/18/2015,43.5,58,27.3,29.8,2.7,4.4,289,0.21,1.24,0,58.6,32.1,88,28,29.962,29.771,11.5,18.4,55.6,3/18/2015,3,0.191
3/19/2015,34.5,81,29.1,30,2.4,3.9,51,0.24,1.27,0,58.6,23.3,90,67,30.284,29.783,10.4,12.7,41.9,3/19/2015,3,0.501
3/20/2015,35.3,56,15.9,30.3,1,1.9,46,0.29,1.32,0,58.6,14.3,89,14,30.414,30.066,9.2,11.5,59.5,3/20/2015,3,0.348
3/21/2015,41.7,40,13,30,2.6,4.2,270,0.29,1.32,0,58.5,21.4,78,9,30.365,29.861,17.3,27.6,63.4,3/21/2015,3,0.504
3/2/2015,33.3,66,21.4,29.8,4.1,6.2,262,0.16,1.19,0,58.5,17,87,31,30.287,29.409,24.2,36.8,48.9,3/2/2015,3,0.878
3/3/2015,18.9,73,11.5,29.8,4,6.3,98,0.17,1.2,0,58.5,9.2,81,55,30.15,29.432,15,20.7,31.7,3/3/2015,3,0.718
3/4/2015,10.8,62,-1.3,30.4,5.2,8.4,282,0.17,1.2,0,58.4,0.1,80,23,30.49,30.112,19.6,34.5,17.2,3/4/2015,3,0.378
3/5/2015,27.3,33,1.5,30.3,14.5,20.5,236,0.19,1.22,0,58.4,15.9,42,24,30.428,30.186,24.2,34.5,37.5,3/5/2015,3,0.242
3/6/2015,36.3,30,7.1,30.2,7.8,12.1,257,0.19,1.22,0,58.4,26,51,20,30.354,30.148,20.7,34.5,46.5,3/6/2015,3,0.206
3/7/2015,32.9,46,13.5,30.2,2,3.7,58,0.19,1.22,0,58.4,17.7,69,26,30.425,30.071,10.4,11.5,48.5,3/7/2015,3,0.354
3/8/2015,31.4,57,17.6,30.1,1.6,3,74,0.19,1.22,0,58.4,19.1,81,35,30.318,30.052,6.9,11.5,43.9,3/8/2015,3,0.266
3/9/2015,33.5,51,13.6,30.1,3.7,5.6,253,0.19,1.22,0,58.4,15.4,85,20,30.215,29.946,16.1,20.7,51.3,3/9/2015,3,0.269
3/10/2015,39.3,38,13.9,30,2.3,4,166,0.19,1.22,0,58.4,25.8,68,17,30.188,29.845,11.5,13.8,54.9,3/10/2015,3,0.343
3/11/2015,40.9,35,9.6,30.2,4,6.1,267,0.19,1.22,0,58.4,19.9,78,10,30.331,29.939,15,20.7,56.7,3/11/2015,3,0.392
3/12/2015,46.6,28,12.6,30,5.1,7.8,256,0.19,1.22,0,58.3,36.6,68,15,30.175,29.914,12.7,19.6,55.9,3/12/2015,3,0.261
2/26/2015,8.8,74,2.1,30.3,2.8,4.9,79,0.82,0.96,0,58.3,2.4,82,63,30.464,30.172,11.5,16.1,17.3,2/26/2015,2,0.292
2/27/2015,6.9,70,-0.9,30.3,1.7,2.8,52,0.89,1.03,0,58.3,-7.9,79,56,30.45,30.07,11.5,13.8,22.2,2/27/2015,2,0.38
2/28/2015,11.9,70,3.4,30.2,2.3,4,59,0.89,1.03,0,58.3,-2,81,45,30.352,30.123,10.4,13.8,26.3,2/28/2015,2,0.229
3/1/2015,16.9,77,10.9,30.3,2.2,3.6,50,0.02,1.05,0,58.3,9.3,83,61,30.475,30.144,11.5,16.1,27,3/1/2015,3,0.331
2/15/2015,28.8,68,18.1,30,3.5,5.7,54,0.29,0.43,0,58.3,19.4,87,25,30.233,29.674,12.7,21.9,47.3,2/15/2015,2,0.559
2/16/2015,17.4,80,12.3,30.3,1.4,2.6,93,0.29,0.43,0,58.3,3,86,64,30.465,30.204,8.1,11.5,23.2,2/16/2015,2,0.261
2/17/2015,18.9,49,0.8,30.3,5.2,9,289,0.45,0.59,0,58.3,0.9,79,26,30.465,30.008,21.9,34.5,30.1,2/17/2015,2,0.457
2/18/2015,34.2,33,7.6,30.1,7.3,11.1,273,0.46,0.6,0,58.3,20.6,51,24,30.193,29.974,20.7,31.1,45.8,2/18/2015,2,0.219
2/19/2015,43.8,27,11.7,29.8,14.7,22.5,264,0.46,0.6,0,58.2,38.3,36,19,29.975,29.644,28.8,42.6,52,2/19/2015,2,0.331
2/20/2015,33.6,56,17.7,29.7,7.1,10.7,258,0.46,0.6,0,58.1,23.8,84,27,29.965,29.616,23,36.8,43.2,2/20/2015,2,0.349
2/21/2015,19.2,82,14.7,30.1,2.8,4.7,76,0.52,0.66,0,58.1,5.8,87,75,30.451,29.916,13.8,19.6,26.6,2/21/2015,2,0.535
2/22/2015,3.7,75,-2.4,30.6,2.2,3.8,82,0.52,0.66,0,58.1,0.5,79,72,30.768,30.451,6.9,11.5,6.5,2/22/2015,2,0.317
2/23/2015,11.4,72,4.1,30.5,1,1.8,63,0.82,0.96,0,58.1,-3.3,82,54,30.754,30.292,6.9,11.5,31.1,2/23/2015,2,0.462
2/24/2015,20.4,62,8.4,30.3,1.8,3.1,29,0.82,0.96,0,58.1,-1.2,80,31,30.587,29.814,15,24.2,41.8,2/24/2015,2,0.773
2/25/2015,28.3,54,13.2,29.9,7.1,10.6,228,0.82,0.96,0,58.1,12.8,80,33,30.177,29.711,24.2,34.5,36.6,2/25/2015,2,0.466
2/5/2015,44.5,28,12.1,30,11.2,16.7,232,0.24,0.38,0,58.1,35.8,46,16,30.213,29.877,27.6,42.6,52.5,2/5/2015,2,0.336
2/6/2015,49.5,18,7.1,29.8,10.7,15.6,242,0.24,0.38,0,58,43.2,22,13,29.941,29.716,26.5,38,56.1,2/6/2015,2,0.225
2/7/2015,49.5,21,9.8,29.7,12.2,17.8,246,0.24,0.38,0,58,43.3,35,12,29.874,29.58,36.8,40.3,57,2/7/2015,2,0.294
2/8/2015,45.9,28,13.9,29.9,11.2,16.8,260,0.24,0.38,0,58,34.9,41,12,30.114,29.759,26.5,35.7,54.8,2/8/2015,2,0.355
2/9/2015,45.7,33,17.3,29.9,7.3,10.9,248,0.24,0.38,0,58,28.1,57,23,30.095,29.742,23,35.7,55.9,2/9/2015,2,0.353
2/10/2015,36.9,55,20.1,30,5.5,8.4,260,0.29,0.43,0,58,23.8,90,23,30.239,29.77,23,34.5,48.5,2/10/2015,2,0.469
2/11/2015,31,66,20.2,30.4,1.6,3.1,111,0.29,0.43,0,58,20.2,85,41,30.527,30.205,11.5,13.8,44.2,2/11/2015,2,0.322
2/12/2015,40.1,35,11,30.2,9.8,14.2,257,0.29,0.43,0,58,18.8,86,15,30.399,30.03,26.5,38,51.6,2/12/2015,2,0.369
2/13/2015,44.7,30,13.8,30.1,5.7,8.7,276,0.29,0.43,0,58,30.3,51,15,30.194,29.992,18.4,21.9,58.3,2/13/2015,2,0.202
2/14/2015,48,22,8.9,30,7.2,10.7,246,0.29,0.43,0,58,26.9,45,10,30.158,29.739,19.6,26.5,60.5,2/14/2015,2,0.419
1/24/2015,37.2,33,10.2,30.1,12,18.1,240,0.12,0.12,0,58,27.5,47,17,30.196,29.937,31.1,42.6,43.5,1/24/2015,1,0.259
1/25/2015,42,40,19,30.1,13,19.4,237,0.12,0.12,0,58,35.5,48,29,30.121,29.967,24.2,34.5,47.4,1/25/2015,1,0.154
1/26/2015,49.3,29,16.4,30.1,4.7,7.6,274,0.12,0.12,0,58,27.9,62,15,30.178,29.927,12.7,20.7,64.7,1/26/2015,1,0.251
1/27/2015,46.5,33,14.4,30,6,8.9,252,0.12,0.12,0,57.9,25.7,66,12,30.212,29.763,19.6,28.8,64.2,1/27/2015,1,0.449
1/28/2015,41.5,38,17.1,29.9,10.8,16.1,241,0.12,0.12,0,57.9,32.7,71,28,30.217,29.736,38,41.4,45.6,1/28/2015,1,0.481
1/29/2015,31.4,71,22.5,30.4,1.9,3.6,77,0.12,0.12,0,57.9,23.9,84,44,30.47,30.217,8.1,11.5,42.6,1/29/2015,1,0.253
1/30/2015,31.3,70,21.8,30.2,1.1,2.1,27,0.12,0.12,0,57.9,23.5,87,40,30.322,29.958,6.9,11.5,43.1,1/30/2015,1,0.364
1/31/2015,30.6,76,23.3,29.9,2.1,3.6,11,0.14,0.14,0,57.9,23.2,90,37,29.961,29.696,20.7,28.8,43.2,1/31/2015,1,0.265
2/1/2015,24.2,57,8.7,30.1,5.6,8.9,260,0.09,0.23,0,57.8,12.6,89,21,30.238,29.955,24.2,33.4,32.7,2/1/2015,2,0.283
2/2/2015,35.3,44,15.3,29.9,13.9,21.4,254,0.09,0.23,0,57.8,29.1,61,30,30.025,29.776,34.5,47.2,41.1,2/2/2015,2,0.249
2/3/2015,40.4,45,20.1,29.8,15.4,23.4,254,0.09,0.23,0,57.8,33.5,73,29,29.88,29.713,29.9,46,46.3,2/3/2015,2,0.167
2/4/2015,26.6,81,21.2,30.1,2.5,4.3,272,0.09,0.23,0,57.8,19.1,90,46,30.312,29.739,17.3,28.8,38.1,2/4/2015,2,0.573
1/23/2015,27.8,53,12,30.3,1.7,2.9,281,0.12,0.12,0,57.8,16.2,73,27,30.418,30.196,11.5,16.1,43.2,1/23/2015,1,0.222
1/17/2015,35,30,3,30.1,11.7,18.2,247,0.06,0.06,0,57.8,29.1,74,7,30.266,29.835,28.8,42.6,43.3,1/17/2015,1,0.431
1/18/2015,42.7,28,10.1,29.9,16.5,25,238,0.06,0.06,0,57.8,37.5,44,8,30.028,29.877,33.4,50.6,49.7,1/18/2015,1,0.151
1/19/2015,37.7,52,20.8,30,15.3,21.9,242,0.06,0.06,0,57.8,28.3,89,35,30.013,29.863,28.8,41.4,42.5,1/19/2015,1,0.15
1/20/2015,27,51,9.9,30.2,5.3,8.7,252,0.06,0.06,0,57.8,21.8,79,26,30.269,30,20.7,29.9,34.3,1/20/2015,1,0.269
1/21/2015,16.7,77,10.5,30.4,1.6,3,112,0.06,0.06,0,57.7,2.8,83,66,30.653,30.215,8.1,13.8,21.8,1/21/2015,1,0.438
1/22/2015,13,51,-4.2,30.6,1.4,2.2,248,0.12,0.12,0,57.7,-11.7,78,19,30.833,30.332,6.9,12.7,37.5,1/22/2015,1,0.501
1/5/2015,38.9,50,21.9,30,20.7,30.8,247,0.02,0.02,0,57.6,32.2,71,39,30.253,29.855,36.8,56.4,46.8,1/5/2015,1,0.398
1/6/2015,44,48,25.4,30.2,9.9,15.5,247,0.02,0.02,0,57.6,40.3,58,37,30.296,30.086,24.2,34.5,49.5,1/6/2015,1,0.21
1/7/2015,28.3,63,15.2,30.5,3.6,5.9,195,0.02,0.02,0,57.6,11.2,87,20,30.735,30.115,20.7,27.6,46.7,1/7/2015,1,0.62
1/8/2015,40.4,46,17.4,30,8.2,12.7,214,0.02,0.02,0,57.6,16.5,89,21,30.258,29.792,24.2,34.5,53.3,1/8/2015,1,0.466
1/9/2015,26.1,71,16.7,30.3,2.6,4.3,199,0.02,0.02,0,57.6,15.4,87,28,30.451,29.916,19.6,27.6,40.6,1/9/2015,1,0.535
1/10/2015,39,43,18.2,29.9,8.5,12.5,236,0.02,0.02,0,57.6,34,52,38,30.015,29.803,19.6,29.9,43.5,1/10/2015,1,0.212
1/11/2015,34.8,66,23.9,29.9,4.2,6.4,256,0.02,0.02,0,57.6,26.1,90,47,30.208,29.777,13.8,19.6,39.3,1/11/2015,1,0.431
1/12/2015,24.5,81,19.3,30.3,2.2,3.5,41,0.02,0.02,0,57.6,13.8,90,61,30.384,30.186,11.5,13.8,36.5,1/12/2015,1,0.198
1/13/2015,24.2,82,19.2,30.3,1.5,2.8,66,0.02,0.02,0,57.6,13.5,88,59,30.415,30.23,9.2,13.8,36,1/13/2015,1,0.185
1/14/2015,26.9,59,12.1,30.3,1.4,2.5,349,0.06,0.06,0,57.6,9,89,20,30.455,30.041,11.5,19.6,47.3,1/14/2015,1,0.414
1/15/2015,40.5,22,3.1,30.2,7.1,10.6,245,0.06,0.06,0,57.6,19.7,56,12,30.375,30.002,17.3,24.2,52.6,1/15/2015,1,0.373
1/16/2015,42.3,17,0,29.9,13,18.7,234,0.06,0.06,0,57.6,36.5,41,12,30.035,29.706,28.8,43.7,50.2,1/16/2015,1,0.329
1/4/2015,26.4,47,8.7,30.3,11.3,18,237,0.01,0.01,0,57.5,12.3,77,36,30.364,30.139,28.8,43.7,33.1,1/4/2015,1,0.225
12/27/2014,10.3,52,-5,30.4,9.7,13.9,235,0.22,11.35,0,57.5,-11,80,32,30.635,30.172,23,33.4,20.5,12/27/2014,12,0.463
12/28/2014,19.9,45,1.4,30.1,10.5,15.7,244,0.22,11.35,0,57.5,13.7,68,26,30.172,29.921,25.3,42.6,24.4,12/28/2014,12,0.251
12/29/2014,4.9,73,-1.9,30.4,3,5.4,62,0.22,11.35,0,57.4,-3.9,79,65,30.753,30.108,10.4,12.7,13.6,12/29/2014,12,0.645
12/30/2014,-9.6,67,-17.5,30.9,1.9,3.5,43,0.22,11.35,0,57.3,-20.6,71,62,31.107,30.739,8.1,11.5,0,12/30/2014,12,0.368
12/31/2014,-1.1,61,-12.2,30.8,0.8,1.5,21,0.26,11.39,0,57.3,-21.1,76,32,31.135,30.422,6.9,11.5,26.2,12/31/2014,12,0.713
1/1/2015,8.1,65,-2.1,30.4,1.2,2.3,28,0.01,0.01,0,57.3,-9,78,31,30.606,30.23,10.4,13.8,31.3,1/1/2015,1,0.376
1/2/2015,20.8,61,8.6,30.1,3.1,4.8,275,0.01,0.01,0,57.3,8.8,80,34,30.383,29.882,13.8,20.7,36.2,1/2/2015,1,0.501
1/3/2015,24.2,56,10.1,29.9,7.4,10.9,242,0.01,0.01,0,57.3,7.9,79,43,30.266,29.742,18.4,28.8,34.4,1/3/2015,1,0.524
12/22/2014,24.6,61,12.7,29.8,4.8,7.9,287,0.19,11.32,0,57.2,16.7,87,41,29.997,29.662,18.4,33.4,30.8,12/22/2014,12,0.335
12/23/2014,19.7,40,-0.8,30.2,6,9.5,262,0.2,11.33,0,57.2,7.6,60,28,30.349,29.977,15,26.5,26.7,12/23/2014,12,0.372
12/24/2014,30.8,38,7.8,29.9,12.5,18.1,238,0.2,11.33,0,57.2,7.6,54,24,30.298,29.363,25.3,35.7,40.8,12/24/2014,12,0.935
12/25/2014,27.7,66,16.9,29.5,5.8,9.6,232,0.21,11.34,0,57.2,12.1,88,40,29.947,29.283,20.7,33.4,37.3,12/25/2014,12,0.664
12/26/2014,9.4,79,4.2,30.2,1.4,2.6,73,0.22,11.35,0,57.2,-0.5,82,75,30.443,29.922,6.9,10.4,15.1,12/26/2014,12,0.521
12/21/2014,33.4,63,21.5,29.6,10.1,15.8,254,0.15,11.28,0,57.2,27.3,90,44,29.844,29.453,29.9,42.6,39.6,12/21/2014,12,0.391
12/18/2014,26.5,59,12.5,30.1,4.8,7.4,259,0.15,11.28,0,57.2,12.8,86,33,30.233,30.023,18.4,21.9,38.2,12/18/2014,12,0.21
12/19/2014,30.2,39,7.7,30.1,12.5,18,239,0.15,11.28,0,57.2,25.6,45,28,30.158,29.978,24.2,34.5,35.8,12/19/2014,12,0.18
12/20/2014,33.2,46,14.6,30,6,8.8,227,0.15,11.28,0,57.1,27,61,30,30.056,29.844,20.7,27.6,42.3,12/20/2014,12,0.212
12/6/2014,33.4,54,16.3,30.3,3.1,4.7,224,0.05,11.18,0,57,21.4,78,20,30.506,30.126,18.4,26.5,51.8,12/6/2014,12,0.38
12/7/2014,41.5,34,15,30.1,11.1,16.6,241,0.05,11.18,0,57,38,43,24,30.252,30.046,26.5,36.8,48.3,12/7/2014,12,0.206
12/8/2014,38.2,32,8.7,30.2,4,6.3,289,0.05,11.18,0,57,21.6,53,10,30.41,30.076,13.8,20.7,55.3,12/8/2014,12,0.334
12/9/2014,38.1,20,-2.7,30.2,4.4,6.5,253,0.05,11.18,0,57,20.3,49,8,30.452,29.943,17.3,26.5,57.6,12/9/2014,12,0.509
12/10/2014,38.1,29,6.5,30.1,1.9,3.2,327,0.05,11.18,0,57,22.1,61,16,30.262,29.957,13.8,18.4,57.6,12/10/2014,12,0.305
12/11/2014,35.9,41,9.6,30.1,3.9,6,253,0.05,11.18,0,57,16.5,75,9,30.317,29.979,18.4,26.5,56.2,12/11/2014,12,0.338
12/12/2014,44,28,9.6,29.9,2.6,4,244,0.05,11.18,0,57,24.7,56,9,30.066,29.773,11.5,16.1,65.6,12/12/2014,12,0.293
12/13/2014,37.5,38,12.9,29.8,1.3,2.4,358,0.05,11.18,0,57,21.3,64,18,29.942,29.601,10.4,16.1,53.2,12/13/2014,12,0.341
12/14/2014,28.6,73,20.5,29.8,3.4,5.4,255,0.13,11.26,0,57,19.7,90,47,29.865,29.662,18.4,25.3,32.5,12/14/2014,12,0.203
12/15/2014,28,42,7.8,30,11.6,16.9,240,0.13,11.26,0,57,19.5,50,31,30.243,29.858,21.9,33.4,32.8,12/15/2014,12,0.385
12/16/2014,28.5,50,12.1,30.2,3.6,5.6,251,0.14,11.27,0,57,11.7,63,31,30.35,29.919,15,19.6,43.3,12/16/2014,12,0.431
12/17/2014,30.8,65,19.6,29.9,2.1,3.5,237,0.14,11.27,0,57,18.8,86,39,30.047,29.81,11.5,18.4,39.2,12/17/2014,12,0.237
12/4/2014,43.4,42,21.4,29.8,9.8,14.2,240,0.05,11.18,0,56.9,38.2,55,34,29.895,29.734,28.8,40.3,48.6,12/4/2014,12,0.161
12/5/2014,36.5,47,17.2,30.1,4.6,7.1,249,0.05,11.18,0,56.9,22.4,73,24,30.383,29.856,18.4,27.6,48.8,12/5/2014,12,0.527
11/25/2014,29.4,51,13.2,30,14,21.2,253,0.3,11.13,0,56.9,21,76,32,30.238,29.843,42.6,49.5,38,11/25/2014,11,0.395
11/26/2014,40.5,50,22.8,30,8.3,13.1,253,0.3,11.13,0,56.9,31.2,68,35,30.08,29.88,24.2,41.4,47.6,11/26/2014,11,0.2
11/27/2014,46.5,26,13.4,30,15.6,23.4,241,0.3,11.13,0,56.9,40.5,39,19,30.13,29.798,28.8,47.2,52.8,11/27/2014,11,0.332
11/28/2014,49.4,18,7.4,29.7,17.7,25.7,242,0.3,11.13,0,56.9,44.3,23,14,29.804,29.564,31.1,48.3,56.3,11/28/2014,11,0.24
11/29/2014,46,18,5.1,29.5,10,15.3,248,0.3,11.13,0,56.8,41.3,23,13,29.617,29.431,24.2,36.8,53.9,11/29/2014,11,0.186
11/30/2014,33.9,43,9.8,29.8,6.7,10.3,254,0.3,11.13,0,56.7,14,83,21,30.286,29.49,19.6,32.2,47.9,11/30/2014,11,0.796
12/1/2014,29.9,59,15.7,30.3,9.5,13.8,242,0.05,11.18,0,56.7,12.8,84,34,30.527,29.991,27.6,41.4,44.1,12/1/2014,12,0.536
12/2/2014,39.9,32,11.2,29.9,12.4,17.6,242,0.05,11.18,0,56.7,27.8,49,19,30.046,29.803,27.6,39.1,48.4,12/2/2014,12,0.243
12/3/2014,35.9,51,18.9,30,7.4,11.1,244,0.05,11.18,0,56.7,24.2,67,38,30.122,29.768,26.5,46,49.3,12/3/2014,12,0.354
11/20/2014,39.8,25,5.8,29.9,8.6,12.5,240,0.3,11.13,0,56.7,35.9,41,16,29.941,29.825,17.3,24.2,48.8,11/20/2014,11,0.116
11/21/2014,37.6,36,12.7,29.9,8.6,12.5,243,0.3,11.13,0,56.7,26.6,54,26,29.979,29.807,19.6,27.6,45.2,11/21/2014,11,0.172
11/22/2014,39.6,38,14.9,29.6,15.9,23.2,241,0.3,11.13,0,56.7,34.1,73,25,29.843,29.452,34.5,48.3,48.5,11/22/2014,11,0.391
11/23/2014,27.7,40,6.1,29.8,9,13.9,245,0.3,11.13,0,56.7,20.8,68,26,29.996,29.408,19.6,32.2,35.9,11/23/2014,11,0.588
11/24/2014,23.3,44,4,30.1,9.2,14.7,261,0.3,11.13,0,56.7,18.9,75,27,30.383,29.858,25.3,36.8,31.5,11/24/2014,11,0.525
11/8/2014,44.6,46,16.5,30.1,8.7,12.9,248,0.25,11.08,0,56.7,25.1,94,8,30.345,29.827,23,34.5,60.2,11/8/2014,11,0.518
11/9/2014,52.8,22,14.4,29.6,11,16.2,214,0.25,11.08,0,56.7,47.7,26,16,29.827,29.249,25.3,34.5,63.8,11/9/2014,11,0.578
11/10/2014,31,58,15.5,29.6,6.6,10.3,215,0.25,11.08,0,56.7,6.3,89,23,30.159,29.155,27.6,47.2,50.1,11/10/2014,11,1.004
11/11/2014,4.9,72,-2,30.4,3.3,5.6,54,0.25,11.08,0,56.6,-2.8,78,65,30.653,30.17,9.2,12.7,10.2,11/11/2014,11,0.483
11/12/2014,-6.7,69,-14.1,30.8,2.1,3.9,73,0.25,11.08,0,56.6,-19.6,72,64,31.032,30.663,6.9,11.5,-0.2,11/12/2014,11,0.369
11/13/2014,-0.6,71,-7.9,30.7,1.2,2.3,47,0.28,11.11,0,56.6,-22.5,86,62,31.048,30.063,11.5,18.4,27,11/13/2014,11,0.985
11/14/2014,35.2,50,18.3,29.8,11.1,17.1,247,0.29,11.12,0,56.6,27.6,72,38,30.048,29.67,29.9,40.3,39.5,11/14/2014,11,0.378
11/15/2014,16.4,72,8.9,30,4,6.5,47,0.29,11.12,0,56.6,-2.9,84,53,30.458,29.633,20.7,28.8,34.4,11/15/2014,11,0.825
11/16/2014,13.1,45,-6.5,30.4,6,9.5,242,0.3,11.13,0,56.6,-10.5,76,23,30.554,30.231,19.6,27.6,28.4,11/16/2014,11,0.323
11/17/2014,24.1,23,-9.2,30.2,8.6,13.7,247,0.3,11.13,0,56.6,17,37,16,30.302,30.16,19.6,28.8,33.1,11/17/2014,11,0.142
11/18/2014,30.4,31,2.9,30.1,14.6,21.3,216,0.3,11.13,0,56.6,22.5,42,22,30.232,29.996,27.6,39.1,39.5,11/18/2014,11,0.236
11/19/2014,36,25,3.5,30,11.2,16.2,213,0.3,11.13,0,56.6,31,30,18,30.083,29.921,23,34.5,42.6,11/19/2014,11,0.162
11/1/2014,51,37,23.7,29.7,4.7,7,257,0,10.83,0,56.6,27.9,78,20,30.004,29.479,18.4,26.5,64.3,11/1/2014,11,0.525
11/2/2014,44.2,47,23.1,29.7,4.8,7.4,273,0,10.83,0,56.5,29.3,86,22,29.77,29.559,19.6,26.5,58.6,11/2/2014,11,0.211
11/3/2014,33.1,78,26.8,30,3.4,5.6,250,0.13,10.96,0,56.5,25.7,91,47,30.279,29.65,13.8,20.7,38.5,11/3/2014,11,0.629
11/4/2014,39.2,33,10.4,30.2,7.4,11.1,251,0.14,10.97,0,56.5,22.2,62,14,30.447,29.995,20.7,31.1,52.3,11/4/2014,11,0.452
11/5/2014,43.4,39,18,30.2,5.7,8.8,256,0.14,10.97,0,56.5,25.6,74,17,30.367,29.947,24.2,34.5,58.6,11/5/2014,11,0.42
11/6/2014,46.4,40,17.2,30.2,6,9.2,262,0.14,10.97,0,56.5,21.5,82,14,30.527,29.791,24.2,39.1,65.3,11/6/2014,11,0.736
11/7/2014,49.8,34,19,29.9,8,12.2,233,0.23,11.06,0,56.5,32.5,90,15,30.207,29.749,25.3,40.3,61.2,11/7/2014,11,0.458
10/31/2014,35,67,23.6,30.2,2.5,3.8,27,0.86,10.82,0,56.5,21.3,89,30,30.44,30.004,16.1,19.6,56.6,10/31/2014,10,0.436
10/22/2014,49.3,50,30.7,29.9,6.4,9.2,242,0.75,10.71,0,56.5,40.8,67,29,30.053,29.673,24.2,29.9,58.3,10/22/2014,10,0.38
10/23/2014,52.5,36,26,29.9,5.2,7.8,254,0.75,10.71,0,56.5,44.6,52,23,30.042,29.837,16.1,26.5,64.7,10/23/2014,10,0.205
10/24/2014,55.4,27,20.1,29.9,6.6,10.1,277,0.75,10.71,0,56.5,34.7,50,12,30.135,29.81,24.2,41.4,73,10/24/2014,10,0.325
10/25/2014,56,21,14.2,29.9,4.7,7.3,250,0.75,10.71,0,56.5,34.3,50,6,30.126,29.751,17.3,25.3,73.2,10/25/2014,10,0.375
10/26/2014,57.4,31,25.6,29.5,11.5,16.9,271,0.81,10.77,0,56.4,41.8,81,16,29.732,29.395,25.3,38,66.6,10/26/2014,10,0.337
10/27/2014,37,50,18.1,29.8,8.3,12.8,268,0.86,10.82,0,56.4,33.4,86,23,30.08,29.548,21.9,33.4,42,10/27/2014,10,0.532
10/28/2014,42.4,22,5.2,30.1,7,10.2,255,0.86,10.82,0,56.4,33.1,34,12,30.142,29.985,18.4,27.6,52.2,10/28/2014,10,0.157
10/29/2014,49.3,22,11.7,30,9.8,15,244,0.86,10.82,0,56.4,38.6,28,17,30.088,29.891,23,38,58.7,10/29/2014,10,0.197
10/30/2014,43.6,43,21.5,30.2,3.2,5.4,165,0.86,10.82,0,56.3,27.8,76,27,30.455,29.972,12.7,19.6,54.4,10/30/2014,10,0.483
10/14/2014,49.3,38,21.4,30,2.1,3.8,120,0.75,10.71,0,56.3,32.4,70,11,30.159,29.842,11.5,17.3,74,10/14/2014,10,0.317
10/15/2014,58.6,22,11.3,29.8,8.1,12.5,274,0.75,10.71,0,56.3,26.9,76,7,29.969,29.509,21.9,31.1,74.3,10/15/2014,10,0.46
10/16/2014,54.6,34,24.6,29.7,7,10.3,243,0.75,10.71,0,56.3,36.5,76,17,29.919,29.473,23,34.5,67.8,10/16/2014,10,0.446
10/17/2014,41,64,28,30.1,1.7,3.2,96,0.75,10.71,0,56.3,27,91,28,30.226,29.886,10.4,16.1,59.6,10/17/2014,10,0.34
10/18/2014,44.1,57,26.4,30,1.2,2.4,97,0.75,10.71,0,56.3,26.1,91,19,30.243,29.887,9.2,12.7,66.6,10/18/2014,10,0.356
10/19/2014,46.1,54,27.5,30,1.2,2.4,157,0.75,10.71,0,56.3,29.3,82,23,30.173,29.896,8.1,12.7,66.7,10/19/2014,10,0.277
10/20/2014,46.9,56,29.1,30,1.8,3,188,0.75,10.71,0,56.3,28.2,89,20,30.22,29.812,15,19.6,75.2,10/20/2014,10,0.408
10/21/2014,49.2,54,31.1,29.8,4.4,6.8,263,0.75,10.71,0,56.3,33.1,83,24,30.011,29.673,17.3,25.3,66.9,10/21/2014,10,0.338
10/11/2014,49.4,55,30.5,29.9,5.5,8.8,276,0.74,10.7,0,56.3,34.4,93,23,30.068,29.523,18.4,28.8,65,10/11/2014,10,0.545
10/12/2014,44.1,50,26,29.7,5.7,9.1,314,0.75,10.71,0,56.3,34.6,76,31,30.017,29.41,25.3,32.2,54.2,10/12/2014,10,0.607
